time,signal,baseline_orig,baseline_fixed,corr_orig,corr_fixed
9.933333333333334,-1.1140425,-1.1551187062049642,-1.1551187062049642,0.041076206204964105,0.041076206204964105
9.95,-1.1187234,-1.155642322284143,-1.155642322284143,0.03691892228414306,0.03691892228414306
9.966666666666669,-1.1234043,-1.1561436662271445,-1.1561436662271445,0.03273936622714446,0.03273936622714446
9.983333333333333,-1.1234043,-1.156619892418437,-1.156619892418437,0.03321559241843697,0.03321559241843697
10.0,-1.1280851,-1.1570688383830587,-1.1570688383830587,0.028983738383058677,0.028983738383058677
10.016666666666667,-1.1280851,-1.1574889716611776,-1.1574889716611776,0.029403871661177527,0.029403871661177527
10.033333333333331,-1.1327659,-1.1578793342809608,-1.1578793342809608,0.02511343428096069,0.02511343428096069
10.05,-1.1327659,-1.15823948628062,-1.15823948628062,0.02547358628061991,0.02547358628061991
10.066666666666666,-1.1374468,-1.158569449245053,-1.158569449245053,0.021122649245052916,0.021122649245052916
10.083333333333334,-1.1374468,-1.1588696504647291,-1.1588696504647291,0.021422850464729137,0.021422850464729137
10.1,-1.1374468,-1.1591408680932438,-1.1591408680932438,0.021694068093243812,0.021694068093243812
10.116666666666667,-1.1421276,-1.159384177561652,-1.159384177561652,0.017256577561651998,0.017256577561651998
10.133333333333333,-1.1421276,-1.1596008994799556,-1.1596008994799556,0.017473299479955573,0.017473299479955573
10.15,-1.1421276,-1.1597925910753513,-1.1597925910753513,0.017664991075351244,0.017664991075351244
10.166666666666666,-1.1468085,-1.1599608583923067,-1.1599608583923067,0.013152358392306773,0.013152358392306773
10.183333333333334,-1.1468085,-1.1601075524817634,-1.1601075524817634,0.013299052481763551,0.013299052481763551
10.2,-1.1468085,-1.1602345108243166,-1.1602345108243166,0.013426010824316714,0.013426010824316714
10.216666666666669,-1.1468085,-1.1603435419360413,-1.1603435419360413,0.013535041936041381,0.013535041936041381
10.233333333333333,-1.1468085,-1.1604362809509041,-1.1604362809509041,0.013627780950904222,0.013627780950904222
10.25,-1.1468085,-1.160514588278009,-1.160514588278009,0.013706088278009121,0.013706088278009121
10.266666666666667,-1.1468085,-1.160580139166383,-1.160580139166383,0.013771639166383132,0.013771639166383132
10.283333333333331,-1.1468085,-1.1606346068999893,-1.1606346068999893,0.013826106899989421,0.013826106899989421
10.3,-1.1514894,-1.1606794898030877,-1.1606794898030877,0.009190089803087664,0.009190089803087664
10.316666666666666,-1.1514894,-1.1607161213423078,-1.1607161213423078,0.009226721342307842,0.009226721342307842
10.333333333333334,-1.1561702,-1.1607458033585827,-1.1607458033585827,0.004575603358582647,0.004575603358582647
10.35,-1.1561702,-1.1607696454845962,-1.1607696454845962,0.004599445484596121,0.004599445484596121
10.366666666666667,-1.1561702,-1.1607885868451373,-1.1607885868451373,0.004618386845137268,0.004618386845137268
10.383333333333333,-1.1561702,-1.160803539658786,-1.160803539658786,0.004633339658785873,0.004633339658785873
10.4,-1.1561702,-1.1608152374794691,-1.1608152374794691,0.004645037479469094,0.004645037479469094
10.416666666666666,-1.1561702,-1.1608243057898082,-1.1608243057898082,0.004654105789808183,0.004654105789808183
10.433333333333334,-1.1561702,-1.1608312713809583,-1.1608312713809583,0.0046610713809582816,0.0046610713809582816
10.45,-1.1561702,-1.1608365725581815,-1.1608365725581815,0.004666372558181475,0.004666372558181475
10.466666666666669,-1.1561702,-1.160840569645798,-1.160840569645798,0.004670369645797923,0.004670369645797923
10.483333333333333,-1.160851,-1.1608435553581031,-1.1608435553581031,-7.444641896947601e-06,-7.444641896947601e-06
