arquivo,pico,tempo_pico,amplitude,sigma,lambda,area
DCS_E5210.csv,1,7.767867842163105,3.0354492726183593,0.10145334328924872,1.7199328171302177,3.0354492726183593
DCS_E5210.csv,2,8.582415415985244,15.790618673840159,0.09183407626770773,6.1195983634759,15.790618673840038
DCS_E5210.csv,3,9.518972988051859,25.083612173136878,0.09050233920353833,4.197056904398509,25.083612173136913
DCS_E5210.csv,4,10.18846029374329,10.170262186246946,0.180692021676932,9.999999999996058,10.170262186246916
DCS_E5211.csv,1,7.767353712733141,3.1341245343835564,0.1011620370898976,1.7456462777773503,3.1341245343835564
DCS_E5211.csv,2,8.585957659554573,15.917645704373383,0.09295601080842388,6.273571459323114,15.917645704373516
DCS_E5211.csv,3,9.521057720364954,25.688984331364967,0.0909300892093567,4.249171212206986,25.688984331364846
DCS_E5211.csv,4,10.18916869595734,10.421451765001022,0.18081856703303598,9.999999999999998,10.421451765001061
DCS_E5212.csv,1,7.7676488074804615,2.7526566562111006,0.10169066401731287,1.7904579817405346,2.752656656211101
DCS_E5212.csv,2,8.586696131656357,16.112827830070124,0.09295477355620466,6.315862622448121,16.112827830070156
DCS_E5212.csv,3,9.520715949022959,23.860219703109266,0.09146183316989015,4.268040057461322,23.860219703109227
DCS_E5212.csv,4,10.189624722080845,9.675561332249414,0.18150818873375515,9.999999999999998,9.675561332249298
DCS_E5213.csv,1,7.769015267495435,2.349991126656677,0.10192270044154209,1.8712269811975888,2.3499911266566778
DCS_E5213.csv,2,8.583450682169547,15.558031405240097,0.09139973390683118,6.017797069413298,15.558031405240067
DCS_E5213.csv,3,9.521357890353517,21.398934174555368,0.09133855439337339,4.198436755152346,21.398934174555336
DCS_E5213.csv,4,10.189607259753886,8.664316244946207,0.18325345160070777,9.999999999998835,8.664316244946306
DCS_E5214.csv,1,7.768854074745775,2.310672781264748,0.09993309831741115,1.9461507995146237,2.310672781264749
DCS_E5214.csv,2,8.586388399084187,17.88304080225644,0.08999511832162191,5.819211647617765,17.883040802256303
DCS_E5214.csv,3,9.522360636273236,22.430054797069545,0.09149948654466558,4.208433748217458,22.430054797069435
DCS_E5214.csv,4,10.19298530630917,8.909630142119221,0.1826093586024012,9.99999999999969,8.909630142119132
DCS_E5215.csv,1,7.771185869383835,2.4111980024652593,0.09959810178374376,2.1789721873394248,2.411198002465263
DCS_E5215.csv,2,8.593463217399114,20.491082698841403,0.09056337892648256,6.174076920769578,20.491082698841428
DCS_E5215.csv,3,9.52324778011743,27.25990997221476,0.08967869187618747,4.242167864934543,27.259909972214867
DCS_E5215.csv,4,10.195179494485547,10.727306733726426,0.18127260281173843,9.999999999984624,10.727306733726435
DCS_E5216.csv,1,7.770492143281449,2.330803593069155,0.09971066802235846,2.2444462610462734,2.3308035930691577
DCS_E5216.csv,2,8.596720500624725,21.433531443445055,0.0910797782809569,6.313840165937233,21.433531443445094
DCS_E5216.csv,3,9.523125093327181,26.09665718187973,0.09033327073703998,4.315751567925993,26.096657181879703
DCS_E5216.csv,4,10.194737155497487,10.27831695364886,0.1804545207492894,9.999999999994111,10.278316953648833
DCS_E522.csv,1,7.777818049465678,2.567053673706854,0.12765440430903996,1.698043859445127,2.5670536737068534
DCS_E522.csv,2,8.576295052098958,11.325144825325907,0.09221276256516746,5.719049522741761,11.325144825325879
DCS_E522.csv,3,9.519204120726949,12.973433450981068,0.09504470798123095,4.154910855768573,12.973433450981084
DCS_E522.csv,4,10.202189468081581,6.06907622425686,0.1805112869566592,9.999999999999964,6.069076224256858
